Sample_ID,Paper_ID,Paper_Title,DOI,Year,Source_PDF,Composition_Formula,Base_LMFP_Composition,Full_Doped_Composition,Mn_Ratio,Fe_Ratio,Dopant_Element,Dopant_Count,Dopant_Molar_Ratio,Dopant_x_per_fu,Carbon_wt_percent,Synthesis_Method,Calcination_Temp_1_C,Calcination_Time_1_h,Discharge_Capacity_0_05C_mAh_g,Discharge_Capacity_0_1C_mAh_g,Discharge_Capacity_1C_mAh_g,Discharge_Capacity_2C_mAh_g,Discharge_Capacity_5C_mAh_g,Initial_Coulombic_Efficiency_percent,Cycle_Life_cycles,Capacity_Retention_percent,EIS_R_ct_before_Ohm,EIS_R_ct_after_Ohm,Li_Diffusion_Coefficient_cm2_s,XRD_Phase_Purity,Remarks,Impurity_Phase_Identified,Evidence,Calculated_Molar_Mass,Calculated_Q_M2,Calculated_Li_Stoichiometry,Calculated_Li_Vacancy_delta,Calculated_S_config_over_R,Calculated_Theoretical_Capacity_Metric,Record_Classification
P57_Sample_2,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Carbon coating obtained by the in-situ polymerisation of resorcinol-formaldehyde on the LiMn0.8Fe0.2PO4 nanoflowers followed by a high-temperature graphitisation treatment, giving the hierarchical LiMn0.8Fe0.2PO4/C composite.",,Section 2.1 (Experimental); Ref. [13] method,157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_3,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"All diffraction peaks index to single-phase olivine orthorhombic Pnmb (JCPDS 74-0375) with no impurity peaks, confirming high purity. No carbon peaks are seen in the LiMn0.8Fe0.2PO4/C pattern, indicating amorphous residual carbon at low content. Peak intensity of the carbon-coated sample is clearly higher than the bare sample, indicating improved crystallisation after the thermal treatment.",,Fig. 1a (XRD),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_4,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Flower-like hierarchical structure of uniform size about 300 nm; closer observation shows the nanoflowers are composed of interconnected nanosheets of average thickness 5-10 nm, forming a well-organised 3D open porous structure that provides sufficient electrode/electrolyte contact area.",,Fig. 1b-c (SEM),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_5,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Uniform carbon layer of about 2.64 nm coated on the LiMn0.8Fe0.2PO4 surface, seen as an irregular strip on the nanoplate surface, which builds the interconnected conducting network. Because the nanoflowers are interconnected and porous, the carbon coating extends into the inner surfaces. Lattice fringes of width 0.356 nm correspond to the d-spacing of the (111) planes of LiMn0.8Fe0.2PO4.",,Fig. 1d (HRTEM),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_6,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"FTIR over 400-1200 cm-1 reflects intramolecular vibrations of the PO4 and MnO6/FeO6 units. Bands at 577, 550, 504 and 464 cm-1 correspond to the bending modes (v2 and v4) of (PO4)3-; the band near 980 cm-1 is a component of the symmetric stretching mode (v1); bands at 1137 and 1071 cm-1 are attributed to the asymmetric stretching mode (v3).",,Fig. 2a (FTIR),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_7,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Mode near 944 cm-1 relates to the PO4(3-) stretching vibration. Broad D band (disordered sp3 carbon) at about 1339 cm-1 and G band (graphitic sp2) at about 1578 cm-1. Lorentz curve fitting gives an integrated G band area of 21.97% (D band 78.03%), the smaller ID/IG ratio indicating a higher relative graphitisation degree of the coated carbon.",,Fig. 2b (Raman),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_8,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Type IV isotherm with an H-type hysteresis loop, indicating a mesoporous structure. BET surface area 50.38 m2/g and mean pore size 2.963 nm. Pores form during sintering from decomposition of the resorcinol-formaldehyde precursor, which first melts to caramel and then carbonises with evolution of CO2, CO and H2O.",,"Fig. 2c-d (N2 adsorption/desorption, BJH)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_9,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,"LiMn0.8Fe0.2PO4 (Bare LMFP, uncoated)",,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,479.2,,3.963e-14,,Charge-transfer resistance of the bare LiMn0.8Fe0.2PO4 measured as 479.2 Ohm from the equivalent circuit model. Li+ diffusion coefficient calculated from the Warburg region as 3.963e-14 cm2/s. EIS recorded over 10-100 kHz.,,Fig. 3a (EIS Nyquist),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_10,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,243.5,,5.5e-13,,"Carbon-coated composite electrode shows a markedly reduced charge-transfer resistance of 243.5 Ohm versus 479.2 Ohm for the bare material, and a Li+ diffusion coefficient of 5.500e-13 cm2/s, an order of magnitude higher than the bare sample. Lithium concentration in the cathode taken as 7.68e-3 mol/cm3 in the calculation.",,"Fig. 3a-b (EIS Nyquist, Warburg fit)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_11,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Cyclic voltammogram over 2.5-4.5 V at 0.1 mV/s shows two reversible redox couples: about 4.26 V / 3.94 V vs Li+/Li for Mn3+/Mn2+ and about 3.65 V / 3.52 V for Fe3+/Fe2+. Well defined and symmetrical anodic and cathodic peaks with sharp intensity indicate a stable potential plateau and good reversibility, attributed to the nanoflower architecture built from 2D nanoflakes.",,"Fig. 4a (CV, 0.1 mV/s)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_12,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,146.3,,,,,,,,,,,"Initial discharge capacity of 146.3 mAh/g at 0.1C with a voltage difference between the charge and discharge plateaus of only 150 mV, indicating very small polarisation during charge-discharge. 1C taken as 170 mA/g.",,"Fig. 4b (initial charge/discharge, 0.1C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_13,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,"LiMn0.8Fe0.2PO4 (Bare LMFP, uncoated)",,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,43.2,,,,,,,,,,,"Without carbon coating the bare LiMn0.8Fe0.2PO4 delivers only 43.2 mAh/g at 0.1C with a large charge-discharge voltage difference of 690 mV, a direct consequence of its poor electrical conductivity.",,"Fig. 4b (initial charge/discharge, 0.1C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_14,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,148,,,,,,,,,,,"Average discharge capacity 148 mAh/g at 0.1C (17 mA/g). Rate series reported as 148, 140, 138, 133, 128 and 121 mAh/g. Note the source lists only five current densities (17, 85, 170, 340 and 850 mA/g) for six capacities; the six rates plotted in Fig. 5a are 0.1C, 0.5C, 1C, 2C, 4C and 7C.",,Fig. 5a-b (rate capability),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_15,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Average discharge capacity 140 mAh/g at 0.5C (85 mA/g). Long and flat voltage plateaus are retained in the discharge curves from 0.1C to 2C, which ensures a high power density.",,"Fig. 5a (rate capability, 0.5C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_16,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,138.0,,,,,,,,,,Average discharge capacity 138 mAh/g at 1C (170 mA/g).,,"Fig. 5a (rate capability, 1C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_17,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,133,,,,,,,,,Average discharge capacity 133 mAh/g at 2C (340 mA/g).,,"Fig. 5a (rate capability, 2C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_18,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Average discharge capacity 128 mAh/g at 4C. With increasing discharge rate the discharge curves change from flat to sloping, attributed to increasing polarisation of the electrode material.",,"Fig. 5a (rate capability, 4C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_19,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"121 mAh/g retained even at the high current density of 1190 mA/g (7C). When the current density is returned to 170 mA/g the original high discharge capacity recovers quickly, demonstrating good tolerance to varied current densities.",,"Fig. 5a (rate capability, 7C)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_20,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,129.3,,,,100,96.98,,,,,"Cycled at 1C (170 mA/g) between 2.5 and 4.5 V: initial discharge capacity 129.3 mAh/g falling only to 125.4 mAh/g at the 100th cycle, i.e. 96.98% retention. Charge/discharge curves at the 1st, 10th, 50th and 100th cycles are consistent, confirming good cycle stability.",,Fig. 5c-d (cycling at 1C),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_21,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,"LiMn0.8Fe0.2PO4 (Bare LMFP, uncoated)",,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,40.7,,,,30,,,,,,"Bare LiMn0.8Fe0.2PO4 tested under the same conditions delivers only 40.7 mAh/g in the first cycle at 1C and drops rapidly to 10.5 mAh/g by the 30th cycle, confirming the critical role of the carbon coating during repeated cycling.",,Fig. 5c (cycling at 1C),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P57_Sample_22,P57,Three-dimensional (3D) LiMn0.8Fe0.2PO4 nanoflowers assembled from interconnected nanoflakes as cathode materials for lithium ion batteries,10.1016/j.ceramint.2016.11.141,2017,UNVERIFIED_PDF_NOT_FOUND,LiMn0.8Fe0.2PO4/C (LMFPC nanoflowers),,,0.8,0.2,None/Undoped,0,,,,Liquid-phase (ambient-pressure solution) synthesis + in-situ RF polymerisation carbon coating,,,,,,,,,,,,,,,"Good cycle stability is attributed to the hierarchical structure of 3D interconnected nanosheets with abundant pores, which lets electrolyte saturate the sample interior, shortens the Li+ diffusion path and accommodates volume expansion and contraction during cycling, while the carbon coating facilitates charge transfer.",,Section 4 (Conclusions),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_1,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4/C (PVP-LMFP/C),,,0.8,0.2,None/Undoped,0,,,5.7,DMSO-assisted co-precipitation at ambient pressure (130 C),600.0,2.0,,,,,,,,,,,,,"DMSO added to an aqueous solution of 0.8 M MnSO4.H2O, 0.2 M FeSO4.7H2O, 1 M PVP (as monomer) and 1 M H3PO4, then 3 M LiOH.H2O added; the molar ratio Li:(Mn+Fe):P was set to 3:1:1 to give pH 10.2-10.3. Mixture heated at 130 C for 6 h under nitrogen, cooled, filtered, washed and vacuum dried at 120 C for 4 h. Carbon coating obtained by mixing with sucrose and sintering at 600 C for 2 h in 5% H2-95% N2. Electrode 80:10:10 active:Super-P:PVDF, loading 2.9-3.3 mg/cm2.",,Section 2.1 (Sample preparation),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_2,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4/C (PVP-LMFP/C),,,0.8,0.2,None/Undoped,0,,,5.7,DMSO-assisted co-precipitation at ambient pressure (130 C),600.0,2.0,,,,,,,,,,,,,"All four LiMn0.8Fe0.2PO4 samples index completely to the orthorhombic Pnmb olivine space group (JCPDS 33-0804). Peaks are slightly shifted to larger 2-theta versus pure LiMnPO4 owing to the smaller ionic radius of the homogeneously substituted Fe2+. No crystalline carbon peaks, so the sucrose-derived carbon is amorphous; peak intensity rises for both carbon-coated samples, indicating improved crystallisation after thermal treatment.",,"Fig. 1 (XRD, four samples)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_3,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,"LiMn0.8Fe0.2PO4 (O-LMFP, no PVP)",,,0.8,0.2,None/Undoped,0,,,,DMSO-assisted co-precipitation at ambient pressure (130 C),,,,,,,,,,,,,,,"O-LMFP particles aggregate softly into larger grains; although some particles are smaller than about 70 nm, the largest agglomerations in the viewing fields reach 100-150 nm.",,Fig. 2a (TEM),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_4,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4 (PVP-LMFP),,,0.8,0.2,None/Undoped,0,,,,DMSO-assisted co-precipitation at ambient pressure (130 C),,,,,,,,,,,,,,,"With PVP as anti-agglomeration agent the particle sizes stay between 50 and 100 nm, are not obviously agglomerated and present clear geometric shapes such as cylinders and cuboids. PVP works via its high-polarity ether group anchoring to the LMFP surface and a lower-polarity tail extending into the solvent, maintaining steric stability.",,Fig. 2b (TEM),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_5,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4/C (O-LMFP/C),,,0.8,0.2,None/Undoped,0,,,5.9,DMSO-assisted co-precipitation at ambient pressure (130 C),600.0,2.0,,,,,,,,,,,,,"After heat treatment with sucrose the O-LMFP/C particles form large agglomerations up to about 150 nm and adopt spherical morphologies, related to lower surface Gibbs energy. HRTEM shows a carbon layer of 2-3 nm thickness; carbon content about 5.9 wt%.",,"Fig. 2c, 2e (TEM/HRTEM)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_6,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4/C (PVP-LMFP/C),,,0.8,0.2,None/Undoped,0,,,5.7,DMSO-assisted co-precipitation at ambient pressure (130 C),600.0,2.0,,,,,,,,,,,,,"PVP-LMFP/C particle sizes are about 100 nm after carbon coating, coated by a 2-3 nm carbon layer; carbon content about 5.7 wt%.",,"Fig. 2d, 2f (TEM/HRTEM)",157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_7,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,"LiMn0.8Fe0.2PO4 (O-LMFP, no PVP)",,,0.8,0.2,None/Undoped,0,,,,DMSO-assisted co-precipitation at ambient pressure (130 C),,,,,,,,,,,,,,,"Particle size distribution D10 = 89 nm, D50 = 120 nm, D90 = 180 nm; specific surface area 29.3 m2/g.",,Table 1 (PSD and BET),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_8,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4 (PVP-LMFP),,,0.8,0.2,None/Undoped,0,,,,DMSO-assisted co-precipitation at ambient pressure (130 C),,,,,,,,,,,,,,,"Particle size distribution D10 = 63 nm, D50 = 85 nm, D90 = 141 nm; specific surface area 36.7 m2/g. The D50 is about 29% smaller than O-LMFP while the surface area is about 25% larger.",,Table 1 (PSD and BET),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_9,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4/C (O-LMFP/C),,,0.8,0.2,None/Undoped,0,,,5.9,DMSO-assisted co-precipitation at ambient pressure (130 C),600.0,2.0,,,,,,,,,,,,,"Particle size distribution D10 = 99 nm, D50 = 131 nm, D90 = 182 nm; specific surface area 36.62 m2/g.",,Table 1 (PSD and BET),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_10,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4/C (PVP-LMFP/C),,,0.8,0.2,None/Undoped,0,,,5.7,DMSO-assisted co-precipitation at ambient pressure (130 C),600.0,2.0,,,,,,,,,,,,,"Particle size distribution D10 = 73 nm, D50 = 101 nm, D90 = 160 nm; specific surface area 54.02 m2/g. D50 is about 23% smaller and surface area about 48% larger than O-LMFP/C.",,Table 1 (PSD and BET),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
P58_Sample_11,P58,LiMn0.8Fe0.2PO4/C cathode material synthesized via co-precipitation method with superior high-rate and low-temperature performances for lithium-ion batteries,10.1016/j.jpowsour.2014.11.063,2015,Advanced Energy Materials - 2012 - von Hagen - Electrospun LiFe1 yMnyPO4 C Nanofiber Composites as Self‐Supporting Cathodes.pdf,LiMn0.8Fe0.2PO4/C (PVP-LMFP/C),,,0.8,0.2,None/Undoped,0,,,5.7,DMSO-assisted co-precipitation at ambient pressure (130 C),600.0,2.0,,,,,,,,,,,,,"Proposed mechanism: raw materials mixed at the atomic level during co-precipitation. Following Delacourt et al., the pH domain for LiMnPO4 precipitation where MnHPO4 and Li3PO4 coexist is 10.2 <= pH <= 10.7, while LiFePO4 precipitates optimally at pH 5.8-7.6; an alkaline pH of 10.2-10.3 was therefore identified as a key factor. No olivine formed at 100 C even at that pH because of the high reaction energy barrier, so DMSO was added to raise the boiling point of the reactants and improve the kinetics at 130 C.",,Fig. 3 (formation mechanism schematic),157.0302,2.0,1.0,0.0,0.5004,170.68,LITERATURE_REPORTED
